ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A04489,David Mckenzie,2024-07-18,76,Needs improvement
A04490,Sara Goodman,2024-10-30,99,Needs improvement
A04491,Erin Le,2024-09-29,93,Good technical skills
A04492,Eddie Barker,2024-11-30,69,Needs improvement
A04493,Jimmy Stokes,2024-05-19,80,Excellent communication
A04494,Phillip Carter,2024-01-25,87,Needs improvement
A04495,Elizabeth Stewart,2024-09-12,76,Excellent communication
A04496,Brian Lee,2024-08-31,93,Good technical skills
A04497,Susan Harris,2024-01-17,63,Good technical skills
A04498,Lisa Lewis,2024-11-11,90,Needs improvement
A04499,Taylor Malone,2024-12-04,53,Good technical skills
A04500,Jose Lynch,2024-06-21,98,Average performance
A04501,Perry Cortez,2024-04-27,91,Needs improvement
A04502,Kelli Dillon,2024-02-17,65,Average performance
A04503,Crystal Good,2024-01-22,79,Good technical skills
A04504,Joseph Evans,2024-01-11,82,Needs improvement
A04505,Mrs. Christina Marks DDS,2023-12-18,51,Good technical skills
A04506,Rachel Rodriguez,2024-05-08,93,Needs improvement
A04507,Ricky Martin,2023-12-15,66,Average performance
A04508,Maria Chen,2024-11-01,70,Excellent communication
A04509,Diana Cobb,2024-03-28,99,Good technical skills
A04510,Michael Watts,2024-09-15,97,Needs improvement
A04511,Mathew Williams,2024-08-22,98,Good technical skills
A04512,Nancy Johnson,2024-01-26,76,Average performance
A04513,Sandra Bush,2024-06-21,61,Average performance
A04514,Jacob Smith,2024-03-27,73,Average performance
A04515,Rebecca Fields,2024-01-30,78,Excellent communication
A04516,Karen Miller,2024-10-28,97,Average performance
A04517,Virginia Khan,2024-07-11,73,Average performance
A04518,Amanda Anthony,2024-08-01,64,Excellent communication
A04519,Tanner Gomez,2024-02-08,57,Good technical skills
A04520,Mary Marshall,2024-07-28,53,Average performance
A04521,Javier Bird,2023-12-30,86,Average performance
A04522,Charles Whitehead PhD,2024-05-31,72,Average performance
A04523,Courtney Adams MD,2024-10-22,75,Good technical skills
A04524,Robert White,2024-07-15,66,Excellent communication
A04525,Peter Curry,2024-11-13,71,Average performance
A04526,Wanda Ballard,2024-04-15,50,Average performance
A04527,Phillip Powers,2024-03-02,91,Needs improvement
A04528,Derek Sheppard,2024-09-01,89,Excellent communication
A04529,Melissa Brown,2024-06-15,79,Average performance
A04530,Mr. Justin Luna,2024-11-25,85,Needs improvement
A04531,Amanda George,2024-11-25,50,Good technical skills
A04532,Jonathan Thompson,2024-05-26,55,Good technical skills
A04533,Tammy Cox,2024-05-25,74,Average performance
A04534,Elizabeth Hughes,2024-09-02,87,Good technical skills
A04535,Ronald Rivera,2024-10-16,86,Needs improvement
A04536,Jose White,2024-06-13,52,Average performance
A04537,Shannon Flores,2024-06-14,99,Excellent communication
A04538,David Martinez,2024-04-19,78,Needs improvement
A04539,Andrew Bates,2024-04-20,72,Average performance
A04540,David Bird,2024-08-17,95,Needs improvement
A04541,Brian Henry,2024-05-16,59,Excellent communication
A04542,Stephen Jacobson,2023-12-27,70,Good technical skills
A04543,Elizabeth Oconnor,2024-04-04,95,Excellent communication
A04544,Wendy Holland,2024-06-12,81,Good technical skills
A04545,Abigail Taylor,2024-08-23,95,Needs improvement
A04546,Christopher Andersen,2024-02-27,87,Good technical skills
A04547,Travis Savage Jr.,2024-10-02,93,Needs improvement
A04548,Gary Martin,2024-06-28,69,Average performance
A04549,Kelly Lopez,2023-12-24,58,Needs improvement
A04550,Charles Lee,2024-09-30,77,Average performance
A04551,Christian Henderson,2024-05-12,62,Needs improvement
A04552,Christina Moore,2024-05-22,82,Good technical skills
A04553,Victoria Peters,2024-02-09,94,Needs improvement
A04554,William Stewart,2024-11-28,65,Needs improvement
A04555,Mark Moore,2024-11-19,99,Excellent communication
A04556,William Wood,2024-11-03,68,Good technical skills
A04557,Dr. Nathaniel Hopkins,2024-08-16,57,Good technical skills
A04558,Amanda Lopez,2024-10-01,81,Needs improvement
A04559,Judy David,2024-06-12,95,Excellent communication
A04560,Thomas Wong,2024-06-04,70,Good technical skills
A04561,David Raymond,2024-04-03,73,Excellent communication
A04562,Melissa Jensen,2024-10-21,83,Good technical skills
A04563,Robin Roberts,2024-02-10,52,Good technical skills
A04564,Rachel Anderson,2024-01-12,74,Needs improvement
A04565,Edward Patterson,2024-06-05,64,Good technical skills
A04566,Katrina Banks,2024-10-30,97,Needs improvement
A04567,Jacob Fletcher,2024-07-12,69,Needs improvement
A04568,Robert Rivera,2024-04-22,66,Average performance
A04569,Theodore Anderson,2023-12-11,88,Good technical skills
A04570,Sierra Dunn,2024-09-24,86,Good technical skills
A04571,Rose Joyce,2024-01-27,86,Excellent communication
A04572,Eileen Johnson,2024-10-07,69,Average performance
A04573,Stacey Johnson,2024-08-30,56,Needs improvement
A04574,Dana Wheeler,2024-02-18,100,Excellent communication
A04575,David Benitez,2024-01-11,61,Excellent communication
A04576,Stephanie Simmons,2024-04-03,70,Good technical skills
A04577,Marie Simpson,2024-01-26,75,Excellent communication
A04578,John Smith,2024-09-24,76,Good technical skills
A04579,Christopher Vang,2024-08-01,94,Needs improvement
A04580,Madison Taylor,2024-04-16,98,Good technical skills
A04581,Shane Chandler,2024-06-05,92,Average performance
A04582,Edward Rowe,2024-04-04,74,Good technical skills
A04583,Jessica Oliver,2024-04-04,100,Average performance
A04584,Catherine Boyd,2024-11-04,62,Average performance
A04585,Duane Ali,2024-08-23,51,Average performance
A04586,Warren Pham,2024-03-23,59,Excellent communication
A04587,Billy Sanchez,2024-04-20,58,Excellent communication
A04588,Patricia Hensley,2024-11-09,95,Average performance
A04589,Sarah Ward,2024-07-15,70,Average performance
A04590,Morgan Reeves,2024-03-22,87,Average performance
A04591,Bobby Shaffer,2024-11-17,88,Excellent communication
A04592,Michael Moore,2024-08-12,95,Good technical skills
A04593,Lisa Chambers,2023-12-14,70,Good technical skills
A04594,Dr. Mark Graham,2024-03-30,53,Excellent communication
A04595,Mark Smith,2024-01-29,82,Average performance
A04596,Frank Cox,2024-01-20,67,Average performance
A04597,Anna Chandler,2024-07-31,89,Needs improvement
A04598,Terry Watts,2024-05-31,77,Needs improvement
A04599,Gina Haynes,2024-11-01,95,Average performance
A04600,Dean Johnson,2024-08-21,89,Needs improvement
A04601,Scott Bennett,2024-07-14,100,Good technical skills
A04602,Todd Lucero,2024-01-10,62,Needs improvement
A04603,Joshua Rios,2024-05-26,98,Good technical skills
A04604,Charles Moore,2024-04-02,90,Needs improvement
A04605,James Holland,2024-03-03,92,Excellent communication
A04606,James Hall,2024-01-15,66,Average performance
A04607,Sandra Torres,2024-11-14,63,Excellent communication
A04608,Matthew Dennis,2024-10-01,84,Average performance
A04609,Daniel Fletcher,2024-03-17,97,Needs improvement
A04610,Amanda Weber,2024-10-28,91,Needs improvement
A04611,April Byrd,2024-03-19,97,Excellent communication
A04612,Tyler Briggs,2024-05-24,50,Excellent communication
A04613,James Lawson,2024-08-17,52,Good technical skills
A04614,Mr. Daniel Clark,2024-02-21,51,Average performance
A04615,Veronica Ayers,2024-08-09,51,Excellent communication
A04616,Amanda Hunt,2024-03-20,63,Needs improvement
A04617,Maria Wilson,2024-03-28,96,Excellent communication
A04618,Katherine Hutchinson,2024-10-15,85,Good technical skills
A04619,Chad Little,2024-05-17,87,Good technical skills
A04620,Melissa Cantrell,2023-12-19,51,Excellent communication
A04621,Michael Payne,2024-08-02,77,Needs improvement
A04622,Mackenzie Lloyd,2024-09-03,77,Good technical skills
A04623,Mrs. Michelle Sanchez,2024-04-09,93,Excellent communication
A04624,Sally Lynch,2024-02-19,96,Average performance
A04625,Jerry Warner,2024-04-30,67,Excellent communication
A04626,Robin Miller,2024-05-22,95,Needs improvement
A04627,Robert Fowler,2024-01-27,58,Excellent communication
A04628,Erika Leonard,2023-12-16,86,Needs improvement
A04629,Mary Gentry,2024-04-16,94,Needs improvement
A04630,Christian Klein,2024-09-03,79,Excellent communication
A04631,Rebecca Rodriguez,2024-07-24,65,Excellent communication
A04632,Brandon Swanson,2024-10-01,77,Needs improvement
A04633,Tanya Clark,2024-07-22,96,Needs improvement
A04634,April Parker,2024-04-01,64,Average performance
A04635,Jeremy Caldwell,2024-10-08,73,Needs improvement
A04636,Derrick Mathews,2024-04-21,53,Average performance
A04637,Zachary Wagner,2024-10-25,98,Average performance
A04638,David Guerrero,2024-08-27,83,Average performance
A04639,Catherine Owens,2024-01-20,58,Average performance
A04640,Joseph Gill,2024-06-15,74,Excellent communication
A04641,Kevin Gomez,2024-06-10,62,Good technical skills
A04642,Jason Howard,2024-11-18,81,Average performance
A04643,Jennifer Sellers,2024-09-27,74,Average performance
A04644,Richard Cruz,2024-03-29,93,Excellent communication
A04645,Alexis Torres,2024-03-26,100,Needs improvement
A04646,Brittney Carpenter,2024-11-04,54,Average performance
A04647,Peter Nicholson,2024-04-20,73,Needs improvement
A04648,Rebecca Blackburn,2024-08-25,85,Good technical skills
A04649,Jeffrey Little,2024-10-14,57,Excellent communication
A04650,Jerome Montgomery,2023-12-24,94,Good technical skills
A04651,Scott Clark,2024-02-21,72,Average performance
A04652,Matthew Charles,2024-08-15,82,Excellent communication
A04653,Brittany Schmitt,2024-09-28,62,Needs improvement
A04654,Nicholas Porter,2024-09-15,77,Excellent communication
A04655,Denise Zhang,2024-09-04,73,Average performance
A04656,Jerry Mckinney,2024-01-05,98,Average performance
A04657,Joan Smith,2024-10-29,75,Average performance
A04658,Kelly Gilmore,2024-03-18,92,Excellent communication
A04659,Jeffrey Taylor,2024-02-02,51,Needs improvement
A04660,Carlos Cabrera,2024-06-23,78,Good technical skills
A04661,Tina Gonzalez,2024-11-25,86,Excellent communication
A04662,Brittany Ryan,2024-03-29,75,Needs improvement
A04663,Nancy Austin,2024-06-08,95,Needs improvement
A04664,Evelyn Powers,2024-04-27,53,Average performance
A04665,Donald Johnson,2023-12-15,81,Good technical skills
A04666,Lindsey Bartlett,2024-09-19,95,Needs improvement
A04667,Leslie Tyler,2024-04-11,85,Good technical skills
A04668,Sherri Ware,2024-02-12,89,Good technical skills
A04669,James Carter,2024-09-09,76,Average performance
A04670,Carolyn Young,2024-07-27,91,Average performance
A04671,Kathleen Edwards,2024-08-02,72,Average performance
A04672,Robert Wagner,2024-07-23,70,Average performance
A04673,Mark Wolfe,2024-06-26,98,Good technical skills
A04674,Michael Conner,2024-06-30,61,Good technical skills
A04675,Lauren Williams,2024-11-23,87,Good technical skills
A04676,Tracey Cohen,2024-09-23,87,Average performance
A04677,Henry Gilbert,2024-08-27,67,Needs improvement
A04678,Kathleen Garcia,2024-09-06,96,Average performance
A04679,Jasmine Stephens,2024-03-04,79,Needs improvement
A04680,Troy Armstrong,2024-06-18,56,Excellent communication
A04681,Michael Farley,2024-05-15,59,Average performance
A04682,Robert Smith,2024-09-22,58,Excellent communication
A04683,Jason Payne,2024-04-13,88,Good technical skills
A04684,Logan Shaw,2024-03-31,74,Excellent communication
A04685,Angel Taylor,2024-09-05,73,Needs improvement
A04686,Mr. Richard Brown,2024-10-10,84,Needs improvement
A04687,Dustin Becker,2024-07-10,79,Average performance
A04688,Linda Atkinson,2024-11-25,58,Average performance
A04689,Heidi Graves,2024-05-16,50,Average performance
A04690,Scott Ramos,2024-03-18,96,Good technical skills
A04691,Michael Brewer,2024-04-04,87,Average performance
A04692,Austin Guerra,2024-01-13,81,Average performance
A04693,Timothy Barber,2024-01-13,87,Excellent communication
A04694,Jose Novak,2024-08-15,81,Excellent communication
A04695,Nicole Dickson,2024-09-29,70,Excellent communication
A04696,Christina Romero,2024-11-05,95,Average performance
A04697,Samantha Wood,2024-07-21,95,Average performance
A04698,Mrs. Misty Cain,2024-04-20,72,Excellent communication
A04699,Heather Hughes,2024-04-19,65,Needs improvement
A04700,Gina Nunez,2023-12-11,84,Good technical skills
A04701,Valerie Morales,2024-11-29,76,Good technical skills
A04702,Claudia Hartman,2024-04-29,60,Average performance
A04703,Susan Yates,2024-07-16,94,Excellent communication
A04704,Margaret Curtis,2024-11-17,58,Good technical skills
A04705,Melissa Lewis,2024-08-08,65,Good technical skills
A04706,Aaron Perez,2024-01-04,89,Excellent communication
A04707,Sabrina Franklin,2024-05-28,82,Good technical skills
A04708,Teresa Meyer,2024-07-11,89,Needs improvement
A04709,Frances Johnson,2024-09-04,97,Excellent communication
A04710,Stephanie Gonzalez,2024-05-01,88,Excellent communication
A04711,Michael Day,2024-01-16,80,Good technical skills
A04712,Steven Pearson,2024-02-29,61,Good technical skills
A04713,Jennifer Simon,2024-05-08,62,Average performance
A04714,Michael Hunt,2024-09-13,56,Average performance
A04715,Diane Price,2024-06-30,85,Average performance
A04716,Christine Lang,2024-06-03,98,Average performance
A04717,Mr. Jesse Valenzuela PhD,2024-09-20,64,Good technical skills
A04718,Danny Marshall,2024-10-05,89,Average performance
A04719,Sheila Parker,2024-12-04,68,Good technical skills
A04720,Robert Rowland Jr.,2024-07-15,81,Excellent communication
A04721,Heather Pennington,2023-12-29,86,Average performance
A04722,Jeanette Perry,2024-05-22,52,Excellent communication
A04723,Rachel Smith,2024-05-27,57,Good technical skills
A04724,Kathy Hester,2024-01-06,83,Needs improvement
A04725,Jennifer Brown,2024-08-16,79,Good technical skills
A04726,Christopher Jones,2024-03-09,55,Good technical skills
A04727,Larry Moore,2024-01-12,65,Needs improvement
A04728,Amber Mccormick,2023-12-11,55,Excellent communication
A04729,Dawn Mccarthy,2024-04-23,92,Excellent communication
A04730,Jessica Mitchell,2024-09-12,94,Excellent communication
A04731,Matthew Johnson,2024-05-16,62,Average performance
A04732,Pamela Mills,2024-05-13,53,Good technical skills
A04733,Andrew Holder,2023-12-30,67,Needs improvement
A04734,Lorraine Gilbert,2023-12-20,57,Excellent communication
A04735,Christopher Brown,2024-01-23,62,Needs improvement
A04736,Renee Romero,2024-10-11,60,Good technical skills
A04737,Emma Schroeder,2024-12-04,71,Needs improvement
A04738,Christina Young,2024-05-01,54,Excellent communication
A04739,Tiffany Kelly,2024-04-22,84,Excellent communication
A04740,Maria Peters,2024-01-25,54,Good technical skills
A04741,Jerry Jones,2024-05-15,93,Good technical skills
A04742,Susan Mendoza,2024-11-17,55,Needs improvement
A04743,Sarah Smith,2024-11-20,50,Average performance
A04744,Julie Malone,2024-08-04,78,Good technical skills
A04745,Andrea Nelson,2024-03-17,52,Good technical skills
A04746,Rachel Leblanc,2024-07-02,83,Good technical skills
A04747,Taylor Rojas,2024-08-17,66,Needs improvement
A04748,Jason Lee,2024-12-08,81,Average performance
A04749,Amanda Thompson,2024-07-20,93,Needs improvement
A04750,Curtis Byrd,2024-10-28,64,Excellent communication
A04751,Sean Mitchell,2024-09-26,73,Average performance
A04752,Rachel Foster,2024-07-09,70,Needs improvement
A04753,Todd Cisneros,2024-06-23,62,Excellent communication
A04754,Joseph Robinson,2024-05-20,81,Needs improvement
A04755,Steven Howard,2024-06-20,88,Excellent communication
A04756,John Garrett,2024-07-23,99,Excellent communication
A04757,Noah Hunt,2024-08-27,51,Average performance
A04758,Jennifer English,2024-05-25,75,Average performance
A04759,Joseph Miller,2024-04-29,55,Good technical skills
A04760,Timothy Smith,2024-06-26,98,Good technical skills
A04761,Maria Pollard,2024-09-24,85,Excellent communication
A04762,Jean Garza,2024-12-08,90,Needs improvement
A04763,Destiny Johnson,2024-04-19,93,Excellent communication
A04764,Curtis Howe,2024-04-22,79,Good technical skills
A04765,Amy Serrano,2024-08-13,99,Average performance
A04766,Richard Snyder,2024-11-03,77,Needs improvement
A04767,Joseph Mata,2024-07-23,85,Needs improvement
A04768,Norma Barrett,2024-10-03,94,Average performance
A04769,Angela Cox,2024-11-07,65,Excellent communication
A04770,Nicole Parker MD,2024-03-04,78,Average performance
A04771,Amanda Johnson,2024-07-12,63,Needs improvement
A04772,Stacey Ferguson,2024-06-06,92,Good technical skills
A04773,Xavier Stewart,2024-12-04,64,Needs improvement
A04774,Kristine Collier,2024-12-05,96,Average performance
A04775,Derek Yu,2024-10-17,72,Good technical skills
A04776,Steven Dillon,2024-10-17,85,Average performance
